allow_commercial,analysis_method,announcement_date,available_in_zeroeval,benchmark_id,benchmark_name,categories_model,country,created_at,data_type,description_x,fine_tuned_from_model_id,implementation_link,is_self_reported,knowledge_cutoff,language_model,license_id_x,max_score_model,modality_model,model_benchmark_id,model_family_id,model_id,multilingual_model,multimodal_x,name_x,normalized_score,organization_country,organization_description,organization_id_x,organization_name_x,organization_website,paper_link,param_count_x,parent_benchmark_id,provider_id,release_date_x,score,self_reported_source_link,source_api_ref,source_paper,source_playground,source_repo_link,source_scorecard_blog_link,source_weights_link,training_tokens,updated_at,verification_date,verification_hardware,verification_notes,verification_provider_id,verified,verified_by_llmstats,website,param_count_disclosed_x,param_count_clean_x,training_tokens_disclosed_x,training_tokens_clean_x,score_clean,normalized_score_clean,license_type_x,release_year_x,release_month_x,release_year_month_x,cost_per_million_io_tokens,model_size_category_x,performance_category,name_y,organization_id_y,organization_name_y,param_count_y,param_count_clean_y,param_count_disclosed_y,training_tokens_clean_y,training_tokens_disclosed_y,multimodal_y,license_id_y,license_type_y,release_date_y,release_year_y,release_month_y,release_year_month_y,model_size_category_y,description_y,name,categories_benchmark,modality_benchmark,multilingual_benchmark,max_score_benchmark,language_benchmark,description,performance_ratio,is_general,is_code,is_math,is_reasoning,is_language,is_multimodal,is_safety,is_long_context,is_roleplay,is_agents,is_factuality,is_vision,is_multimodal_model,is_large_model,is_open_source,is_recent_model,is_2025_model,performance_tier,model_family
,0-shot,,,mmlu-pro,MMLU-Pro,,,2025-07-19T19:56:11.492470+00:00,benchmark_result,,,,True,,,,,,206.0,,grok-1.5,,,,0.51,,,xai,,,,,,,,0.51,https://x.ai/blog/grok-2,,,,,,,,2025-07-19T19:56:11.492470+00:00,,,,,,False,,False,0.0,False,0.0,0.51,0.51,Unknown,,,,,Undisclosed,Poor (<60%),Grok-1.5,xai,xAI,,0.0,False,0.0,False,False,proprietary,Proprietary,2024-03-28,2024.0,3.0,2024-03,Undisclosed,"An advanced language model with improved reasoning capabilities, particularly excelling in coding and mathematical tasks. Features a 128K token context window and enhanced problem-solving abilities compared to its predecessor.",MMLU-Pro,"['language', 'reasoning', 'math', 'general']",text,False,1.0,en,"A more robust and challenging multi-task language understanding benchmark that extends MMLU by expanding multiple-choice options from 4 to 10, eliminating trivial questions, and focusing on reasoning-intensive tasks. Features over 12,000 curated questions across 14 domains and causes a 16-33% accuracy drop compared to original MMLU.",0.51,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),grok
,0-shot,,,mmmu,MMMU,,,2025-07-19T19:56:12.189264+00:00,benchmark_result,,,,True,,,,,,578.0,,grok-1.5,,,,0.536,,,xai,,,,,,,,0.536,https://x.ai/blog/grok-2,,,,,,,,2025-07-19T19:56:12.189264+00:00,,,,,,False,,False,0.0,False,0.0,0.536,0.536,Unknown,,,,,Undisclosed,Poor (<60%),Grok-1.5,xai,xAI,,0.0,False,0.0,False,False,proprietary,Proprietary,2024-03-28,2024.0,3.0,2024-03,Undisclosed,"An advanced language model with improved reasoning capabilities, particularly excelling in coding and mathematical tasks. Features a 128K token context window and enhanced problem-solving abilities compared to its predecessor.",MMMU,"['multimodal', 'reasoning', 'general']",multimodal,False,1.0,en,"MMMU (Massive Multi-discipline Multimodal Understanding) is a benchmark designed to evaluate multimodal models on college-level subject knowledge and deliberate reasoning. Contains 11.5K meticulously collected multimodal questions from college exams, quizzes, and textbooks, covering six core disciplines: Art & Design, Business, Science, Health & Medicine, Humanities & Social Science, and Tech & Engineering across 30 subjects and 183 subfields.",0.536,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),grok
,zero-shot evaluation,,,ai2d,AI2D,,,2025-07-19T19:56:13.641849+00:00,benchmark_result,,,,True,,,,,,1259.0,,grok-1.5v,,,,0.883,,,xai,,,,,,,,0.883,https://x.ai/blog/grok-1.5v,,,,,,,,2025-07-19T19:56:13.641849+00:00,,,,,,False,,False,0.0,False,0.0,0.883,0.883,Unknown,,,,,Undisclosed,Very Good (80-89%),Grok-1.5V,xai,xAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-04-12,2024.0,4.0,2024-04,Undisclosed,"A multimodal model capable of processing text and visual information, including documents, diagrams, charts, screenshots, and photographs. Notable for strong real-world spatial understanding capabilities.",AI2D,"['vision', 'reasoning', 'multimodal']",multimodal,False,1.0,en,"AI2D is a dataset of 4,903 illustrative diagrams from grade school natural sciences (such as food webs, human physiology, and life cycles) with over 15,000 multiple choice questions and answers. The benchmark evaluates diagram understanding and visual reasoning capabilities, requiring models to interpret diagrammatic elements, relationships, and structure to answer questions about scientific concepts represented in visual form.",0.883,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Very Good (80-90%),grok
,zero-shot evaluation,,,chartqa,ChartQA,,,2025-07-19T19:56:12.817786+00:00,benchmark_result,,,,True,,,,,,871.0,,grok-1.5v,,,,0.761,,,xai,,,,,,,,0.761,https://x.ai/blog/grok-1.5v,,,,,,,,2025-07-19T19:56:12.817786+00:00,,,,,,False,,False,0.0,False,0.0,0.761,0.761,Unknown,,,,,Undisclosed,Good (70-79%),Grok-1.5V,xai,xAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-04-12,2024.0,4.0,2024-04,Undisclosed,"A multimodal model capable of processing text and visual information, including documents, diagrams, charts, screenshots, and photographs. Notable for strong real-world spatial understanding capabilities.",ChartQA,"['reasoning', 'vision', 'multimodal']",multimodal,False,1.0,en,"ChartQA is a large-scale benchmark comprising 9.6K human-written questions and 23.1K questions generated from human-written chart summaries, designed to evaluate models' abilities in visual and logical reasoning over charts.",0.761,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Good (70-80%),grok
,zero-shot evaluation,,,docvqa,DocVQA,,,2025-07-19T19:56:12.865566+00:00,benchmark_result,,,,True,,,,,,896.0,,grok-1.5v,,,,0.856,,,xai,,,,,,,,0.856,https://x.ai/blog/grok-1.5v,,,,,,,,2025-07-19T19:56:12.865566+00:00,,,,,,False,,False,0.0,False,0.0,0.856,0.856,Unknown,,,,,Undisclosed,Very Good (80-89%),Grok-1.5V,xai,xAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-04-12,2024.0,4.0,2024-04,Undisclosed,"A multimodal model capable of processing text and visual information, including documents, diagrams, charts, screenshots, and photographs. Notable for strong real-world spatial understanding capabilities.",DocVQA,"['vision', 'multimodal']",multimodal,False,1.0,en,"A dataset for Visual Question Answering on document images containing 50,000 questions defined on 12,000+ document images. The benchmark tests AI's ability to understand document structure and content, requiring models to comprehend document layout and perform information retrieval to answer questions about document images.",0.856,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Very Good (80-90%),grok
,zero-shot evaluation,,,mathvista,MathVista,,,2025-07-19T19:56:12.106344+00:00,benchmark_result,,,,True,,,,,,534.0,,grok-1.5v,,,,0.528,,,xai,,,,,,,,0.528,https://x.ai/blog/grok-1.5v,,,,,,,,2025-07-19T19:56:12.106344+00:00,,,,,,False,,False,0.0,False,0.0,0.528,0.528,Unknown,,,,,Undisclosed,Poor (<60%),Grok-1.5V,xai,xAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-04-12,2024.0,4.0,2024-04,Undisclosed,"A multimodal model capable of processing text and visual information, including documents, diagrams, charts, screenshots, and photographs. Notable for strong real-world spatial understanding capabilities.",MathVista,"['math', 'vision', 'multimodal']",multimodal,False,1.0,en,"MathVista evaluates mathematical reasoning of foundation models in visual contexts. It consists of 6,141 examples derived from 28 existing multimodal datasets and 3 newly created datasets (IQTest, FunctionQA, and PaperQA), combining challenges from diverse mathematical and visual tasks to assess models' ability to understand complex figures and perform rigorous reasoning.",0.528,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Poor (<60%),grok
,zero-shot evaluation,,,mmmu,MMMU,,,2025-07-19T19:56:12.195047+00:00,benchmark_result,,,,True,,,,,,581.0,,grok-1.5v,,,,0.536,,,xai,,,,,,,,0.536,https://x.ai/blog/grok-1.5v,,,,,,,,2025-07-19T19:56:12.195047+00:00,,,,,,False,,False,0.0,False,0.0,0.536,0.536,Unknown,,,,,Undisclosed,Poor (<60%),Grok-1.5V,xai,xAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-04-12,2024.0,4.0,2024-04,Undisclosed,"A multimodal model capable of processing text and visual information, including documents, diagrams, charts, screenshots, and photographs. Notable for strong real-world spatial understanding capabilities.",MMMU,"['multimodal', 'reasoning', 'general']",multimodal,False,1.0,en,"MMMU (Massive Multi-discipline Multimodal Understanding) is a benchmark designed to evaluate multimodal models on college-level subject knowledge and deliberate reasoning. Contains 11.5K meticulously collected multimodal questions from college exams, quizzes, and textbooks, covering six core disciplines: Art & Design, Business, Science, Health & Medicine, Humanities & Social Science, and Tech & Engineering across 30 subjects and 183 subfields.",0.536,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),grok
,zero-shot evaluation,,,realworldqa,RealWorldQA,,,2025-07-19T19:56:14.606610+00:00,benchmark_result,,,,True,,,,,,1638.0,,grok-1.5v,,,,0.687,,,xai,,,,,,,,0.687,https://x.ai/blog/grok-1.5v,,,,,,,,2025-07-19T19:56:14.606610+00:00,,,,,,False,,False,0.0,False,0.0,0.687,0.687,Unknown,,,,,Undisclosed,Fair (60-69%),Grok-1.5V,xai,xAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-04-12,2024.0,4.0,2024-04,Undisclosed,"A multimodal model capable of processing text and visual information, including documents, diagrams, charts, screenshots, and photographs. Notable for strong real-world spatial understanding capabilities.",RealWorldQA,"['vision', 'spatial_reasoning']",multimodal,False,1.0,en,"RealWorldQA is a benchmark designed to evaluate basic real-world spatial understanding capabilities of multimodal models. The initial release consists of over 700 anonymized images taken from vehicles and other real-world scenarios, each accompanied by a question and easily verifiable answer. Released by xAI as part of their Grok-1.5 Vision preview to test models' ability to understand natural scenes and spatial relationships in everyday visual contexts.",0.687,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Fair (60-70%),grok
,zero-shot evaluation,,,textvqa,TextVQA,,,2025-07-19T19:56:12.908800+00:00,benchmark_result,,,,True,,,,,,915.0,,grok-1.5v,,,,0.781,,,xai,,,,,,,,0.781,https://x.ai/blog/grok-1.5v,,,,,,,,2025-07-19T19:56:12.908800+00:00,,,,,,False,,False,0.0,False,0.0,0.781,0.781,Unknown,,,,,Undisclosed,Good (70-79%),Grok-1.5V,xai,xAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-04-12,2024.0,4.0,2024-04,Undisclosed,"A multimodal model capable of processing text and visual information, including documents, diagrams, charts, screenshots, and photographs. Notable for strong real-world spatial understanding capabilities.",TextVQA,"['vision', 'multimodal', 'image-to-text']",multimodal,False,1.0,en,"TextVQA contains 45,336 questions on 28,408 images that require reasoning about text to answer. Introduced to benchmark VQA models' ability to read and reason about text within images, particularly for assistive technologies for visually impaired users. The dataset addresses the gap where existing VQA datasets had few text-based questions or were too small.",0.781,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Good (70-80%),grok
,accuracy,,,docvqa,DocVQA,,,2025-07-19T19:56:12.863462+00:00,benchmark_result,,,,True,,,,,,895.0,,grok-2,,,,0.936,,,xai,,,,,,,,0.936,https://x.ai/blog/grok-2,,,,,,,,2025-07-19T19:56:12.863462+00:00,,,,,,False,,False,0.0,False,0.0,0.936,0.936,Unknown,,,,,Undisclosed,Excellent (90%+),Grok-2,xai,xAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-08-13,2024.0,8.0,2024-08,Undisclosed,"Grok-2 is a frontier language model with state-of-the-art reasoning capabilities, featuring advanced abilities in chat, coding, and reasoning. It demonstrates superior performance in visual math reasoning, document-based question answering, and excels across various academic benchmarks including reasoning, reading comprehension, math, and science.",DocVQA,"['vision', 'multimodal']",multimodal,False,1.0,en,"A dataset for Visual Question Answering on document images containing 50,000 questions defined on 12,000+ document images. The benchmark tests AI's ability to understand document structure and content, requiring models to comprehend document layout and perform information retrieval to answer questions about document images.",0.936,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Excellent (90-95%),grok
,accuracy,,,gpqa,GPQA,,,2025-07-19T19:56:11.716230+00:00,benchmark_result,,,,True,,,,,,325.0,,grok-2,,,,0.56,,,xai,,,,,,,,0.56,https://x.ai/blog/grok-2,,,,,,,,2025-07-19T19:56:11.716230+00:00,,,,,,False,,False,0.0,False,0.0,0.56,0.56,Unknown,,,,,Undisclosed,Poor (<60%),Grok-2,xai,xAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-08-13,2024.0,8.0,2024-08,Undisclosed,"Grok-2 is a frontier language model with state-of-the-art reasoning capabilities, featuring advanced abilities in chat, coding, and reasoning. It demonstrates superior performance in visual math reasoning, document-based question answering, and excels across various academic benchmarks including reasoning, reading comprehension, math, and science.",GPQA,"['reasoning', 'general']",text,False,1.0,en,"A challenging dataset of 448 multiple-choice questions written by domain experts in biology, physics, and chemistry. Questions are Google-proof and extremely difficult, with PhD experts reaching 65% accuracy.",0.56,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),grok
,pass@1,,,humaneval,HumanEval,,,2025-07-19T19:56:12.662404+00:00,benchmark_result,,,,True,,,,,,795.0,,grok-2,,,,0.884,,,xai,,,,,,,,0.884,https://x.ai/blog/grok-2,,,,,,,,2025-07-19T19:56:12.662404+00:00,,,,,,False,,False,0.0,False,0.0,0.884,0.884,Unknown,,,,,Undisclosed,Very Good (80-89%),Grok-2,xai,xAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-08-13,2024.0,8.0,2024-08,Undisclosed,"Grok-2 is a frontier language model with state-of-the-art reasoning capabilities, featuring advanced abilities in chat, coding, and reasoning. It demonstrates superior performance in visual math reasoning, document-based question answering, and excels across various academic benchmarks including reasoning, reading comprehension, math, and science.",HumanEval,"['reasoning', 'code']",text,False,1.0,en,"A benchmark that measures functional correctness for synthesizing programs from docstrings, consisting of 164 original programming problems assessing language comprehension, algorithms, and simple mathematics",0.884,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Very Good (80-90%),grok
,maj@1,,,math,MATH,,,2025-07-19T19:56:11.880368+00:00,benchmark_result,,,,True,,,,,,414.0,,grok-2,,,,0.761,,,xai,,,,,,,,0.761,https://x.ai/blog/grok-2,,,,,,,,2025-07-19T19:56:11.880368+00:00,,,,,,False,,False,0.0,False,0.0,0.761,0.761,Unknown,,,,,Undisclosed,Good (70-79%),Grok-2,xai,xAI,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-08-13,2024.0,8.0,2024-08,Undisclosed,"Grok-2 is a frontier language model with state-of-the-art reasoning capabilities, featuring advanced abilities in chat, coding, and reasoning. It demonstrates superior performance in visual math reasoning, document-based question answering, and excels across various academic benchmarks including reasoning, reading comprehension, math, and science.",MATH,"['math', 'reasoning']",text,False,1.0,en,"MATH dataset contains 12,500 challenging competition mathematics problems from AMC 10, AMC 12, AIME, and other mathematics competitions. Each problem includes full step-by-step solutions and spans multiple difficulty levels (1-5) across seven mathematical subjects including Prealgebra, Algebra, Number Theory, Counting and Probability, Geometry, Intermediate Algebra, and Precalculus.",0.761,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Good (70-80%),grok
